,Id,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Terrace,Garden,State,Facades,Locality_encoded,Type_encoded,SubType_encoded,Prov_encoded,Region_encoded,sqdm_price,Bedrooms_per_area,Locality_mean_Price,Is_On_Coast,GDP,Avg_rent
22,20315854,399000,5,174,1,1,1,1,4,430,1,0,2,0,2293.103448275862,0.028735632183908046,510714.28571428574,0,51731,1013.0
23,20315852,175000,3,89,0,0,0,2,0,395,1,2,4,0,1966.2921348314608,0.033707865168539325,322316.6666666667,0,31766,
24,20315851,224000,2,126,0,1,0,1,2,625,0,3,3,0,1777.7777777777778,0.015873015873015872,372800.0,0,98189,1000.0
25,20315847,430000,3,144,0,1,0,2,0,794,1,0,2,0,2986.1111111111113,0.020833333333333332,447791.6666666667,0,51731,1013.0
26,20315846,600000,4,123,0,1,0,1,3,381,1,4,1,1,4878.048780487805,0.032520325203252036,600000.0,0,36940,759.0
27,20315845,498000,3,181,0,1,0,2,0,349,1,0,5,0,2751.3812154696134,0.016574585635359115,310738.63636363635,0,52323,950.0
28,20315843,492216,3,165,0,1,0,2,0,330,0,3,3,0,2983.1272727272726,0.01818181818181818,416701.45454545453,0,98189,1000.0
29,20315840,749000,4,333,1,1,0,1,4,616,1,1,2,0,2249.2492492492493,0.012012012012012012,749000.0,0,51731,1013.0
30,20315838,849000,7,375,1,1,1,1,0,44,1,0,3,0,2264.0,0.018666666666666668,383127.0598591549,0,98189,1000.0
31,20315837,89000,2,103,0,1,1,4,0,556,1,0,5,0,864.0776699029126,0.019417475728155338,209461.53846153847,0,52323,950.0
32,20315836,485000,2,156,0,0,0,2,2,44,1,0,3,0,3108.974358974359,0.01282051282051282,383127.0598591549,0,98189,1000.0
33,20315834,345000,3,145,0,1,1,1,4,189,1,0,0,0,2379.310344827586,0.020689655172413793,362000.0,0,62123,950.0
34,20315830,385000,2,122,0,1,0,1,0,532,0,3,2,0,3155.7377049180327,0.01639344262295082,432777.77777777775,0,51731,1013.0
35,20315829,317000,0,123,0,0,0,1,0,59,0,3,0,0,2577.2357723577234,0.0,386565.23214285716,0,62123,950.0
36,20315827,396353,3,123,0,0,0,3,0,527,1,0,0,0,3222.3821138211383,0.024390243902439025,397033.3181818182,0,62123,950.0
37,20315805,129000,1,35,1,1,0,1,2,32,0,5,6,2,3685.714285714286,0.02857142857142857,332723.7586206897,0,90459,1205.0
38,20315792,380000,2,99,1,1,0,1,0,16,0,3,0,0,3838.3838383838383,0.020202020202020204,366548.3870967742,0,62123,950.0
39,20315765,315000,3,216,0,0,0,1,0,474,1,0,0,0,1458.3333333333333,0.013888888888888888,322613.4,0,62123,950.0
40,20315758,205000,0,48,1,1,0,3,2,772,0,5,6,2,4270.833333333333,0.0,387230.0,0,90459,1205.0
41,20315720,265000,3,160,0,1,0,5,2,560,1,0,2,0,1656.25,0.01875,320635.5,0,51731,1013.0
42,20315712,399500,3,96,1,1,0,2,0,7,0,3,3,0,4161.458333333333,0.03125,432038.46153846156,0,98189,1000.0
43,20315702,475000,4,208,1,0,0,2,2,107,1,0,0,0,2283.653846153846,0.019230769230769232,485000.0,0,62123,950.0
44,20315699,235000,2,123,1,0,0,1,2,332,1,0,0,0,1910.5691056910568,0.016260162601626018,286364.48780487804,0,62123,950.0
45,20315692,168000,2,102,1,1,1,2,2,603,1,0,1,1,1647.0588235294117,0.0196078431372549,175333.33333333334,0,36940,759.0
46,20315691,149000,2,80,1,1,1,2,4,277,1,1,1,1,1862.5,0.025,191080.0,0,36940,759.0
47,20315565,100000,2,144,1,1,0,4,2,437,1,0,1,1,694.4444444444445,0.013888888888888888,221642.06451612903,0,36940,759.0
48,20315559,725000,5,254,1,0,1,3,2,400,1,0,0,0,2854.3307086614172,0.01968503937007874,414785.3072916667,0,62123,950.0
49,20315537,299000,2,120,0,0,1,6,0,721,1,0,0,0,2491.6666666666665,0.016666666666666666,334000.0,0,62123,950.0
50,20315528,625000,4,238,1,1,0,2,4,749,1,0,2,0,2626.0504201680674,0.01680672268907563,712000.0,0,51731,1013.0
51,20315524,365000,2,112,1,1,0,2,2,542,0,3,2,0,3258.9285714285716,0.017857142857142856,320000.0,0,51731,1013.0
52,20315523,279000,3,123,1,1,1,5,2,2,1,0,4,0,2268.2926829268295,0.024390243902439025,331671.0617977528,0,31766,
53,20315519,239900,2,97,0,1,0,3,0,75,0,3,7,1,2473.1958762886597,0.020618556701030927,255745.45454545456,0,7887,759.0
54,20315518,408000,2,107,1,1,0,3,2,145,0,3,3,0,3813.0841121495328,0.018691588785046728,373003.4482758621,0,98189,1000.0
55,20315517,179000,2,124,0,1,0,1,3,40,1,0,8,1,1443.5483870967741,0.016129032258064516,213470.58823529413,0,14697,759.0
56,20315509,320000,2,108,0,1,0,3,2,61,0,6,2,0,2962.962962962963,0.018518518518518517,357379.42307692306,0,51731,1013.0
57,20315506,570000,5,308,1,1,1,1,2,682,1,0,2,0,1850.6493506493507,0.016233766233766232,347493.70588235295,0,51731,1013.0
58,20315504,698000,3,282,1,1,0,3,4,4,1,0,2,0,2475.177304964539,0.010638297872340425,390777.77777777775,0,51731,1013.0
59,20315503,670000,4,180,0,0,1,4,2,743,1,0,6,2,3722.222222222222,0.022222222222222223,612260.0,0,90459,1205.0
60,20315502,619000,3,155,1,1,0,3,0,743,0,3,6,2,3993.548387096774,0.01935483870967742,612260.0,0,90459,1205.0
61,20315501,359900,2,108,0,1,0,3,2,61,0,6,2,0,3332.4074074074074,0.018518518518518517,357379.42307692306,0,51731,1013.0
62,20315500,325000,2,89,0,1,1,3,2,61,0,7,2,0,3651.6853932584268,0.02247191011235955,357379.42307692306,0,51731,1013.0
63,20315499,317500,2,89,0,1,1,3,2,61,0,7,2,0,3567.4157303370785,0.02247191011235955,357379.42307692306,0,51731,1013.0
64,20315498,310500,2,86,0,1,0,3,2,61,0,3,2,0,3610.4651162790697,0.023255813953488372,357379.42307692306,0,51731,1013.0
65,20315497,268800,1,77,1,1,1,3,2,61,0,7,2,0,3490.909090909091,0.012987012987012988,357379.42307692306,0,51731,1013.0
66,20315496,345000,2,97,0,1,0,3,2,61,0,3,2,0,3556.701030927835,0.020618556701030927,357379.42307692306,0,51731,1013.0
67,20315495,315000,2,86,0,1,1,3,2,61,0,7,2,0,3662.7906976744184,0.023255813953488372,357379.42307692306,0,51731,1013.0
68,20315490,695000,8,437,1,1,1,5,4,97,1,0,9,1,1590.3890160183066,0.018306636155606407,359000.0,0,21155,1013.0
69,20315488,690000,4,270,1,0,0,1,4,130,1,0,3,0,2555.5555555555557,0.014814814814814815,455273.21428571426,0,98189,1000.0
70,20315487,385000,3,156,1,1,0,1,2,526,0,3,2,0,2467.948717948718,0.019230769230769232,600857.1428571428,0,51731,1013.0
71,20315483,242000,1,60,1,0,0,1,2,400,0,3,0,0,4033.3333333333335,0.016666666666666666,414785.3072916667,0,62123,950.0
72,20315481,229000,4,136,1,1,1,3,3,704,1,0,0,0,1683.8235294117646,0.029411764705882353,319717.72,0,62123,950.0
73,20315479,311500,2,86,1,1,1,2,4,522,0,3,3,0,3622.093023255814,0.023255813953488372,371868.4210526316,0,98189,1000.0
74,20315478,550000,3,128,1,1,0,2,4,522,0,3,3,0,4296.875,0.0234375,371868.4210526316,0,98189,1000.0
75,20315477,257500,1,61,1,1,0,2,4,522,0,3,3,0,4221.311475409836,0.01639344262295082,371868.4210526316,0,98189,1000.0
76,20315475,343500,2,95,1,1,0,2,4,522,0,3,3,0,3615.7894736842104,0.021052631578947368,371868.4210526316,0,98189,1000.0
77,20315474,215500,1,57,1,1,0,2,4,522,0,3,3,0,3780.7017543859647,0.017543859649122806,371868.4210526316,0,98189,1000.0
78,20315473,378500,3,107,1,1,0,2,4,522,0,3,3,0,3537.3831775700933,0.028037383177570093,371868.4210526316,0,98189,1000.0
79,20315471,725000,3,170,1,1,0,3,4,719,0,8,6,2,4264.705882352941,0.01764705882352941,384532.60869565216,0,90459,1205.0
80,20315469,395000,3,138,1,1,0,3,0,223,0,8,7,1,2862.31884057971,0.021739130434782608,270453.26086956525,0,7887,759.0
81,20315457,310000,2,150,1,1,1,2,3,11,1,0,8,1,2066.6666666666665,0.013333333333333334,289076.92307692306,0,14697,759.0
82,20315455,479000,3,134,1,1,1,1,4,652,1,0,9,1,3574.626865671642,0.022388059701492536,509000.0,0,21155,1013.0
83,20315415,139000,3,104,1,0,0,5,2,517,1,0,1,1,1336.5384615384614,0.028846153846153848,148714.2857142857,0,36940,759.0
84,20315395,175000,2,102,0,1,0,1,0,396,1,0,5,0,1715.686274509804,0.0196078431372549,267000.0,0,52323,950.0
85,20315297,885000,6,450,1,1,0,3,4,685,1,1,1,1,1966.6666666666667,0.013333333333333334,522500.0,0,36940,759.0
86,20315287,279000,2,95,0,0,0,1,0,536,0,3,6,2,2936.842105263158,0.021052631578947368,267514.28571428574,0,90459,1205.0
87,20315257,249000,2,98,1,0,0,6,2,166,0,3,0,0,2540.816326530612,0.02040816326530612,390733.34285714285,0,62123,950.0
88,20315256,215000,2,77,1,1,0,1,2,180,0,3,5,0,2792.2077922077924,0.025974025974025976,311149.3388429752,1,52323,950.0
89,20315236,269000,3,136,1,1,0,4,2,391,1,0,6,2,1977.9411764705883,0.022058823529411766,262644.8387096774,0,90459,1205.0
90,20315222,219000,2,80,0,0,0,1,4,62,1,0,5,0,2737.5,0.025,434208.3333333333,0,52323,950.0
91,20315221,229000,2,80,0,0,0,1,4,62,1,0,5,0,2862.5,0.025,434208.3333333333,0,52323,950.0
92,20315218,369000,3,123,0,1,1,1,2,232,1,0,5,0,3000.0,0.024390243902439025,432041.54929577466,0,52323,950.0
93,20315212,635000,3,123,0,1,0,1,4,728,1,0,5,0,5162.6016260162605,0.024390243902439025,360992.3076923077,0,52323,950.0
94,20315210,260000,3,157,0,1,0,4,2,287,1,0,5,0,1656.0509554140128,0.01910828025477707,529395.2222222222,0,52323,950.0
95,20315208,259000,4,143,0,1,0,1,4,597,1,0,0,0,1811.188811188811,0.027972027972027972,494326.3157894737,0,62123,950.0
96,20315205,245000,3,145,1,1,0,1,3,700,1,0,2,0,1689.655172413793,0.020689655172413793,399666.6666666667,0,51731,1013.0
97,20315199,635000,4,201,0,1,0,1,3,66,1,0,0,0,3159.2039800995026,0.01990049751243781,419351.72321428574,0,62123,950.0
98,20315198,495000,4,211,0,1,0,1,3,66,1,0,0,0,2345.9715639810424,0.018957345971563982,419351.72321428574,0,62123,950.0
99,20315197,945000,4,217,0,1,0,3,4,66,1,1,0,0,4354.8387096774195,0.018433179723502304,419351.72321428574,0,62123,950.0
100,20315195,365000,3,126,0,1,0,3,0,16,0,3,0,0,2896.8253968253966,0.023809523809523808,366548.3870967742,0,62123,950.0
101,20315189,899000,4,553,0,1,0,5,4,305,1,1,0,0,1625.6781193490053,0.007233273056057866,841864.6666666666,0,62123,950.0
102,20315181,845000,5,292,0,1,0,4,4,742,1,1,0,0,2893.8356164383563,0.017123287671232876,878333.3333333334,0,62123,950.0
103,20315180,975000,3,241,0,1,0,1,4,742,1,1,0,0,4045.6431535269708,0.012448132780082987,878333.3333333334,0,62123,950.0
104,20315178,100000,2,110,0,1,0,4,2,690,1,0,1,1,909.0909090909091,0.01818181818181818,155307.6923076923,0,36940,759.0
105,20315176,419000,3,160,1,0,0,1,4,414,1,0,0,0,2618.75,0.01875,392333.3333333333,0,62123,950.0
106,20315168,865000,3,195,1,1,0,4,3,346,0,8,6,2,4435.897435897436,0.015384615384615385,545792.2535211268,0,90459,1205.0
107,20315166,819000,6,312,1,1,1,1,4,372,1,4,10,1,2625.0,0.019230769230769232,602000.0,0,34715,759.0
108,20315158,429000,4,178,1,0,0,1,0,563,1,0,4,0,2410.112359550562,0.02247191011235955,290750.0,0,31766,
109,20315154,110000,2,112,0,0,0,2,2,228,1,0,10,1,982.1428571428571,0.017857142857142856,246827.3027522936,0,34715,759.0
110,20315153,138000,1,50,1,0,0,5,2,787,0,3,2,0,2760.0,0.02,360818.1818181818,0,51731,1013.0
111,20315149,239000,2,95,0,0,0,1,2,552,0,8,6,2,2515.7894736842104,0.021052631578947368,375007.14285714284,0,90459,1205.0
112,20315115,425000,4,268,1,0,0,3,3,556,1,0,5,0,1585.8208955223881,0.014925373134328358,209461.53846153847,0,52323,950.0
113,20314990,255000,3,88,0,1,0,3,0,793,0,3,3,0,2897.7272727272725,0.03409090909090909,373035.29411764705,0,98189,1000.0
114,20314985,235000,0,41,0,0,0,1,0,400,0,5,0,0,5731.707317073171,0.0,414785.3072916667,0,62123,950.0
115,20314968,189000,2,205,0,1,0,1,3,474,1,0,0,0,921.9512195121952,0.00975609756097561,322613.4,0,62123,950.0
116,20314941,319000,3,132,1,1,1,1,4,246,1,0,1,1,2416.6666666666665,0.022727272727272728,407000.0,0,36940,759.0
117,20314938,375000,3,200,0,0,0,4,3,240,1,0,3,0,1875.0,0.015,419400.0,0,98189,1000.0
118,20314936,339000,4,175,1,1,0,5,4,306,1,0,3,0,1937.142857142857,0.022857142857142857,290927.0135135135,0,98189,1000.0
119,20314933,395000,3,150,1,1,1,1,3,170,1,0,9,1,2633.3333333333335,0.02,347857.14285714284,0,21155,1013.0
120,20314932,199900,1,123,1,1,0,3,3,12,0,6,1,1,1625.2032520325204,0.008130081300813009,308215.6923076923,0,36940,759.0
121,20314931,199900,1,123,1,1,0,3,3,12,1,0,1,1,1625.2032520325204,0.008130081300813009,308215.6923076923,0,36940,759.0
122,20314876,230000,3,178,0,0,0,1,3,108,1,0,1,1,1292.1348314606741,0.016853932584269662,444000.0,0,36940,759.0
123,20314875,179000,2,97,1,1,1,5,2,318,0,3,9,1,1845.360824742268,0.020618556701030927,306592.77777777775,0,21155,1013.0
124,20314871,179000,2,97,1,1,1,5,2,351,0,3,9,1,1845.360824742268,0.020618556701030927,309383.55555555556,0,21155,1013.0
125,20314868,249000,2,150,1,1,0,2,3,30,1,0,1,1,1660.0,0.013333333333333334,254500.0,0,36940,759.0
126,20314867,319000,3,123,0,0,0,2,0,529,1,0,0,0,2593.4959349593496,0.024390243902439025,319000.0,0,62123,950.0
127,20314861,729000,4,222,1,1,0,2,0,197,1,0,3,0,3283.7837837837837,0.018018018018018018,640621.4285714285,0,98189,1000.0
128,20314859,232000,1,71,1,0,0,6,0,400,0,3,0,0,3267.605633802817,0.014084507042253521,414785.3072916667,0,62123,950.0
129,20314855,215000,3,100,0,0,0,1,0,358,0,3,0,0,2150.0,0.03,323142.46153846156,0,62123,950.0
130,20314852,309000,4,232,1,1,1,6,2,704,1,9,0,0,1331.896551724138,0.017241379310344827,319717.72,0,62123,950.0
131,20314842,250950,3,144,0,1,0,3,2,229,1,0,5,0,1742.7083333333333,0.020833333333333332,342692.8076923077,0,52323,950.0
132,20314840,189000,5,300,1,1,0,4,0,704,1,0,0,0,630.0,0.016666666666666666,319717.72,0,62123,950.0
133,20314839,229000,3,90,1,1,0,6,0,165,0,3,5,0,2544.4444444444443,0.03333333333333333,321572.61666666664,0,52323,950.0
134,20314838,349000,3,114,0,1,0,1,0,447,0,3,5,0,3061.40350877193,0.02631578947368421,340610.71428571426,0,52323,950.0
135,20314832,445126,2,136,0,1,0,2,0,302,0,3,5,0,3272.985294117647,0.014705882352941176,317914.6818181818,0,52323,950.0
136,20314825,795000,2,123,0,1,0,3,0,232,1,0,5,0,6463.414634146341,0.016260162601626018,432041.54929577466,0,52323,950.0
137,20314823,925000,3,185,1,1,1,1,4,232,1,0,5,0,5000.0,0.016216216216216217,432041.54929577466,0,52323,950.0
138,20314822,495000,4,192,1,1,1,1,4,246,1,1,1,1,2578.125,0.020833333333333332,407000.0,0,36940,759.0
139,20314821,559000,4,157,1,1,0,3,3,156,1,0,2,0,3560.5095541401274,0.025477707006369428,514600.0,0,51731,1013.0
140,20314820,599000,4,202,0,1,1,5,2,682,1,0,2,0,2965.3465346534654,0.019801980198019802,347493.70588235295,0,51731,1013.0
141,20314819,769000,3,142,1,0,0,5,2,32,1,2,6,2,5415.492957746479,0.02112676056338028,332723.7586206897,0,90459,1205.0
142,20314818,120000,2,105,0,0,1,4,3,85,1,0,10,1,1142.857142857143,0.01904761904761905,225514.2857142857,0,34715,759.0
143,20314816,365000,3,110,1,1,0,1,2,743,0,3,6,2,3318.181818181818,0.02727272727272727,612260.0,0,90459,1205.0
144,20314699,335310,2,113,0,1,0,2,0,471,0,3,3,0,2967.3451327433627,0.017699115044247787,374395.625,0,98189,1000.0
145,20314698,349065,2,117,0,1,0,2,0,471,0,3,3,0,2983.4615384615386,0.017094017094017096,374395.625,0,98189,1000.0
146,20314697,499630,3,93,0,1,0,2,0,471,0,3,3,0,5372.365591397849,0.03225806451612903,374395.625,0,98189,1000.0
147,20314696,301160,1,93,0,1,0,2,0,471,0,3,3,0,3238.2795698924733,0.010752688172043012,374395.625,0,98189,1000.0
148,20314674,250000,3,129,1,0,0,1,0,232,1,0,5,0,1937.984496124031,0.023255813953488372,432041.54929577466,0,52323,950.0
149,20314629,380000,2,99,1,1,0,1,0,16,0,3,0,0,3838.3838383838383,0.020202020202020204,366548.3870967742,0,62123,950.0
150,20314627,400000,3,111,1,1,0,1,0,16,0,3,0,0,3603.6036036036035,0.02702702702702703,366548.3870967742,0,62123,950.0
151,20314624,370000,2,100,1,1,0,1,0,16,0,3,0,0,3700.0,0.02,366548.3870967742,0,62123,950.0
152,20314623,390000,2,96,1,1,0,1,0,16,0,3,0,0,4062.5,0.020833333333333332,366548.3870967742,0,62123,950.0
153,20314622,355000,2,91,1,1,0,1,0,16,0,3,0,0,3901.098901098901,0.02197802197802198,366548.3870967742,0,62123,950.0
154,20314620,365000,3,101,1,1,0,1,0,16,0,3,0,0,3613.861386138614,0.0297029702970297,366548.3870967742,0,62123,950.0
155,20314618,355000,3,101,1,1,0,1,0,16,0,3,0,0,3514.8514851485147,0.0297029702970297,366548.3870967742,0,62123,950.0
156,20314560,345000,2,90,0,1,0,2,0,32,0,3,6,2,3833.3333333333335,0.022222222222222223,332723.7586206897,0,90459,1205.0
157,20314504,299000,2,93,1,1,0,2,3,466,0,3,3,0,3215.05376344086,0.021505376344086023,353000.0,0,98189,1000.0
158,20314476,189000,5,199,1,0,0,1,4,190,1,0,5,0,949.748743718593,0.02512562814070352,189000.0,0,52323,950.0
159,20314473,230000,2,86,1,0,0,1,2,477,1,2,10,1,2674.4186046511627,0.023255813953488372,317866.6666666667,0,34715,759.0
160,20314472,317000,3,88,0,1,0,3,4,551,0,3,10,1,3602.2727272727275,0.03409090909090909,323428.5714285714,0,34715,759.0
161,20314470,329000,2,91,0,0,0,2,2,62,0,7,5,0,3615.3846153846152,0.02197802197802198,434208.3333333333,0,52323,950.0
162,20314469,329000,2,91,0,0,0,2,2,62,0,7,5,0,3615.3846153846152,0.02197802197802198,434208.3333333333,0,52323,950.0
163,20314467,245000,2,94,1,1,0,1,2,306,0,3,3,0,2606.3829787234044,0.02127659574468085,290927.0135135135,0,98189,1000.0
164,20314465,214000,2,70,1,0,0,1,0,203,0,3,3,0,3057.1428571428573,0.02857142857142857,307502.2727272727,0,98189,1000.0
165,20314462,399000,3,133,1,0,0,2,3,20,1,0,8,1,3000.0,0.022556390977443608,344853.25,0,14697,759.0
166,20314461,360000,3,178,1,0,0,2,0,20,1,0,8,1,2022.4719101123596,0.016853932584269662,344853.25,0,14697,759.0
167,20314460,354000,4,167,1,0,0,2,0,20,1,0,8,1,2119.7604790419164,0.023952095808383235,344853.25,0,14697,759.0
168,20314442,465000,2,121,1,1,0,5,4,724,1,0,3,0,3842.9752066115702,0.01652892561983471,366000.0,0,98189,1000.0
169,20314428,430000,4,227,0,1,0,5,4,588,1,0,5,0,1894.273127753304,0.01762114537444934,384300.0,0,52323,950.0
170,20314422,875000,8,298,0,0,0,2,2,400,0,10,0,0,2936.241610738255,0.026845637583892617,414785.3072916667,0,62123,950.0
171,20314419,255000,1,55,0,0,0,1,2,44,0,3,3,0,4636.363636363636,0.01818181818181818,383127.0598591549,0,98189,1000.0
172,20314418,219000,2,90,0,1,0,2,0,44,0,3,3,0,2433.3333333333335,0.022222222222222223,383127.0598591549,0,98189,1000.0
173,20314416,387000,2,99,0,0,0,4,4,218,1,0,5,0,3909.090909090909,0.020202020202020204,318938.63636363635,0,52323,950.0
174,20314415,439000,3,132,1,1,0,1,4,14,0,3,5,0,3325.757575757576,0.022727272727272728,344736.9743589744,0,52323,950.0
175,20314409,95000,2,51,0,1,0,2,4,421,1,0,1,1,1862.7450980392157,0.0392156862745098,95000.0,0,36940,759.0
176,20314407,495000,3,120,0,0,0,3,3,107,1,0,0,0,4125.0,0.025,485000.0,0,62123,950.0
177,20314406,349000,3,309,0,0,1,3,3,2,1,0,4,0,1129.4498381877022,0.009708737864077669,331671.0617977528,0,31766,
178,20314400,339000,0,123,0,0,0,4,0,232,0,10,5,0,2756.0975609756097,0.0,432041.54929577466,0,52323,950.0
179,20314399,339000,2,123,0,1,0,4,4,232,1,0,5,0,2756.0975609756097,0.016260162601626018,432041.54929577466,0,52323,950.0
180,20314398,190000,2,86,0,0,0,5,3,791,0,3,3,0,2209.3023255813955,0.023255813953488372,468166.6666666667,0,98189,1000.0
181,20314394,185000,3,200,0,1,0,4,3,212,1,0,1,1,925.0,0.015,215333.25,0,36940,759.0
182,20314390,399000,0,40,0,0,0,1,0,535,0,3,5,0,9975.0,0.0,688026.3636363636,0,52323,950.0
183,20314389,895000,2,131,0,0,0,1,0,535,0,6,5,0,6832.06106870229,0.015267175572519083,688026.3636363636,0,52323,950.0
184,20314388,395000,3,148,1,1,0,2,3,319,1,0,8,1,2668.9189189189187,0.02027027027027027,274428.5714285714,0,14697,759.0
185,20314387,250000,3,170,0,1,0,3,3,717,1,11,1,1,1470.5882352941176,0.01764705882352941,312333.3333333333,0,36940,759.0
186,20314384,249000,3,161,0,1,0,1,0,178,1,0,3,0,1546.583850931677,0.018633540372670808,355193.0,0,98189,1000.0
187,20314382,355000,2,91,1,1,0,1,0,16,0,3,0,0,3901.098901098901,0.02197802197802198,366548.3870967742,0,62123,950.0
188,20314380,249000,5,162,0,1,0,1,0,178,1,0,3,0,1537.037037037037,0.030864197530864196,355193.0,0,98189,1000.0
189,20314379,219000,2,85,1,1,0,6,0,44,0,3,3,0,2576.470588235294,0.023529411764705882,383127.0598591549,0,98189,1000.0
190,20314375,235000,1,57,1,1,0,1,0,400,0,3,0,0,4122.80701754386,0.017543859649122806,414785.3072916667,0,62123,950.0
191,20314374,379000,3,150,0,1,0,1,3,759,1,0,3,0,2526.6666666666665,0.02,302022.9166666667,0,98189,1000.0
192,20314373,439000,4,239,1,1,0,6,0,650,1,0,5,0,1836.8200836820083,0.016736401673640166,375525.641025641,1,52323,950.0
193,20314371,879500,4,407,1,1,0,2,4,651,1,0,2,0,2160.933660933661,0.009828009828009828,495625.0,0,51731,1013.0
194,20314369,274900,2,87,1,1,0,2,0,2,0,3,4,0,3159.770114942529,0.022988505747126436,331671.0617977528,0,31766,
195,20314366,80000,2,90,1,0,0,5,2,420,1,0,1,1,888.8888888888889,0.022222222222222223,164950.0,0,36940,759.0
196,20314360,390000,2,96,1,1,0,1,0,16,0,3,0,0,4062.5,0.020833333333333332,366548.3870967742,0,62123,950.0
197,20314357,160000,4,171,1,0,1,1,3,493,1,0,1,1,935.672514619883,0.023391812865497075,254142.85714285713,0,36940,759.0
198,20314291,355000,3,101,1,1,0,1,0,16,0,3,0,0,3514.8514851485147,0.0297029702970297,366548.3870967742,0,62123,950.0
199,20314290,365000,3,101,1,1,0,1,0,16,0,3,0,0,3613.861386138614,0.0297029702970297,366548.3870967742,0,62123,950.0
200,20314284,400000,3,111,1,1,0,1,0,400,0,3,0,0,3603.6036036036035,0.02702702702702703,414785.3072916667,0,62123,950.0
201,20314270,300000,4,307,1,0,1,4,2,604,1,0,0,0,977.1986970684039,0.013029315960912053,393500.0,0,62123,950.0
202,20314220,89000,1,32,0,0,0,3,0,291,0,3,5,0,2781.25,0.03125,308239.1304347826,1,52323,950.0
203,20314115,169900,1,75,0,0,0,3,0,728,0,3,5,0,2265.3333333333335,0.013333333333333334,360992.3076923077,0,52323,950.0
204,20314064,370000,2,100,1,1,0,1,0,16,0,3,0,0,3700.0,0.02,366548.3870967742,0,62123,950.0
205,20314063,87000,1,32,0,0,0,3,0,291,0,7,5,0,2718.75,0.03125,308239.1304347826,1,52323,950.0
206,20313980,269000,3,133,0,0,0,1,0,649,1,0,0,0,2022.5563909774437,0.022556390977443608,333987.0512820513,0,62123,950.0
207,20313972,349000,3,231,0,0,0,2,3,294,1,0,5,0,1510.8225108225108,0.012987012987012988,284388.0,0,52323,950.0
